block_type,spot1_corr_r,spot1_corr_g,spot1_corr_b,spot2_corr_r,spot2_corr_g,spot2_corr_b
Test Block 2,254,255,250,255,254,255
Test Block 2,248,253,255,255,255,255
Test Block 2,252,253,250,255,253,255
Test Block 2,252,255,254,253,244,249
Test Block 2,252,255,249,249,254,251
Test Block 2,248,247,255,253,255,254
Test Block 2,255,255,254,251,246,255
Test Block 2,248,250,254,252,255,251
Test Block 2,251,255,250,254,252,255
Test Block 2,249,246,255,254,255,255
Test Block 2,247,252,252,255,253,255
Test Block 2,255,251,250,247,253,252
Test Block 2,253,250,251,252,254,255
Test Block 2,253,251,255,255,255,255
Test Block 2,251,255,246,255,252,249
Test Block 2,252,252,245,248,255,255
Test Block 2,250,255,255,255,246,255
Test Block 2,253,253,251,255,253,251
Test Block 2,255,254,252,253,255,255
Test Block 2,249,255,250,248,252,255
Test Block 2,251,254,255,249,255,255
Test Block 2,255,251,255,255,252,245
Test Block 2,248,254,255,253,251,252
Test Block 2,253,251,251,254,252,255
Test Block 2,249,252,251,253,255,255
Test Block 2,254,253,253,252,255,255
Test Block 2,252,249,250,251,255,250
Test Block 2,253,250,251,255,251,252
Test Block 2,253,255,254,247,255,251
Test Block 2,253,255,250,252,254,251
Test Block 2,248,249,255,255,255,252
Test Block 2,252,248,250,255,247,253
Test Block 2,254,251,252,254,253,255
Test Block 2,251,255,251,251,255,255
Test Block 2,250,252,255,253,251,255
Test Block 2,247,250,249,245,255,255
Test Block 2,253,253,254,251,255,255
Test Block 2,251,252,255,255,254,255
Test Block 2,253,255,249,255,248,255
Test Block 2,248,254,255,255,255,255
Test Block 2,247,251,249,252,251,252
Test Block 2,248,255,252,251,252,255
Test Block 2,254,255,255,254,255,255
Test Block 2,252,251,253,252,255,255
Test Block 2,254,254,255,255,255,253
Test Block 2,244,253,255,255,255,246
Test Block 2,250,250,254,251,255,253
Test Block 2,248,250,255,255,255,250
Test Block 2,251,253,251,249,255,255
Test Block 2,254,255,250,253,252,255
Test Block 2,253,255,255,255,255,249
Test Block 2,250,254,254,255,255,255
Test Block 2,252,255,250,255,255,246
Test Block 2,255,253,253,251,255,255
Test Block 2,253,255,255,255,255,255
Test Block 2,251,255,255,254,255,255
Test Block 2,255,249,249,255,250,255
Test Block 2,253,250,250,251,254,255
Test Block 3,123,115,124,229,157,168
Test Block 3,128,101,124,231,158,175
Test Block 3,127,108,127,226,157,168
Test Block 3,132,109,123,228,155,177
Test Block 3,126,111,121,229,161,172
Test Block 3,125,107,127,228,158,172
Test Block 3,127,111,120,230,156,165
Test Block 3,126,115,127,226,152,173
Test Block 3,126,112,125,228,159,174
Test Block 3,122,107,124,231,154,174
Test Block 3,132,108,124,228,157,174
Test Block 3,121,112,126,231,155,175
Test Block 3,129,110,124,232,156,177
Test Block 3,127,110,118,231,151,175
Test Block 3,128,111,121,222,155,174
Test Block 3,125,111,119,222,153,165
Test Block 3,131,110,119,232,151,181
Test Block 3,123,105,119,227,152,177
Test Block 3,130,105,121,231,153,175
Test Block 3,123,102,121,232,164,166
Test Block 3,130,111,129,228,154,180
Test Block 3,126,108,118,231,154,178
Test Block 3,127,107,131,227,158,177
Test Block 3,121,103,123,224,161,177
Test Block 3,124,101,123,227,159,172
Test Block 3,120,113,122,230,163,185
Test Block 3,126,110,124,224,155,170
Test Block 3,126,111,124,231,160,171
Test Block 3,121,105,120,226,156,172
Test Block 3,125,106,118,229,160,179
Test Block 3,119,113,124,227,156,164
Test Block 3,119,113,125,229,157,170
Test Block 3,126,105,122,231,159,177
Test Block 3,120,110,123,225,153,175
Test Block 3,119,107,123,229,157,167
Test Block 3,130,112,118,226,155,170
Test Block 3,120,114,125,232,162,171
Test Block 3,122,106,119,227,160,167
Test Block 3,131,119,119,223,149,176
Test Block 3,129,108,122,227,159,175
Test Block 3,123,107,120,232,156,171
Test Block 3,122,107,128,227,161,185
Test Block 3,133,112,123,229,160,173
Test Block 3,120,110,120,232,157,173
Test Block 3,126,110,118,232,162,174
Test Block 3,126,109,123,228,158,171
Test Block 3,127,108,121,233,148,176
Test Block 3,129,109,123,230,154,176
Test Block 3,119,112,122,230,152,176
Test Block 3,115,107,121,231,155,184
Test Block 3,130,109,119,226,156,178
Test Block 3,131,107,126,232,163,175
Test Block 3,129,101,122,238,168,182
Test Block 3,123,109,121,224,155,170
Test Block 3,124,114,118,228,156,172
Test Block 3,132,107,130,228,157,168
Test Block 3,124,107,127,225,156,180
Test Block 3,128,112,125,231,158,177
Test Block 3,122,107,117,232,157,181
Test Block 3,129,111,120,228,161,179
Test Block 3,122,107,121,232,156,173
Test Block 3,129,110,120,225,160,184
Test Block 3,125,114,127,230,155,172
Test Block 3,125,105,120,226,153,175
Test Block 3,121,111,123,230,163,180
Test Block 3,123,109,123,229,154,176
Test Block 3,124,104,123,229,151,171
Test Block 3,125,111,126,232,159,187
Test Block 3,123,110,129,227,154,169
Test Block 3,122,114,121,227,151,177
Test Block 3,126,106,120,227,149,177
Test Block 3,123,111,130,232,157,175
Test Block 3,123,110,121,227,156,169
Test Block 3,115,114,127,231,154,177
Test Block 3,124,111,124,227,152,176
Test Block 3,123,110,124,227,160,170
Test Block 3,126,106,119,227,156,176
Test Block 3,121,108,119,226,154,171
Test Block 3,129,116,124,226,159,175
Test Block 3,130,113,122,227,161,175
Control Block,254,255,255,133,113,131
Control Block,255,255,255,129,111,135
Control Block,255,255,251,128,112,133
Control Block,255,255,255,128,115,130
Control Block,253,255,255,130,114,134
Control Block,255,255,255,130,115,132
Control Block,254,255,255,126,114,129
Control Block,255,255,255,124,113,128
Control Block,255,254,255,137,116,126
Control Block,254,255,255,130,111,134
Control Block,255,255,255,133,108,131
Control Block,252,255,255,129,116,127
Control Block,253,255,255,136,117,130
Control Block,255,255,255,128,116,129
Control Block,255,255,255,132,117,133
Control Block,255,255,255,126,115,135
Control Block,255,255,255,130,108,132
Control Block,255,255,255,129,120,126
Control Block,255,255,255,133,111,131
Control Block,253,255,255,126,123,132
Control Block,255,255,255,127,116,127
Control Block,253,255,255,131,111,126
Control Block,255,255,255,127,119,135
Control Block,255,255,255,124,122,130
Control Block,251,255,255,130,113,133
Control Block,252,255,255,138,116,130
Control Block,253,255,255,128,112,133
Control Block,255,255,255,130,111,130
Control Block,255,255,255,131,117,131
Control Block,255,255,255,127,116,131
Control Block,255,255,255,130,114,124
Control Block,254,254,255,131,119,131
Control Block,253,254,255,134,110,130
Control Block,255,255,255,136,113,134
Control Block,251,255,255,133,118,133
Control Block,253,255,255,129,116,133
Control Block,255,253,255,137,115,133
Control Block,249,255,255,127,118,131
Control Block,255,255,255,131,117,139
Control Block,255,255,255,127,120,132
Control Block,251,255,255,128,115,132
Control Block,254,254,255,135,117,132
Control Block,255,255,255,124,122,134
Control Block,255,255,255,127,117,130
Control Block,255,255,255,132,113,136
Control Block,255,255,255,138,118,131
Control Block,255,255,255,126,121,134
Control Block,252,255,255,131,114,128
Control Block,252,255,254,126,114,131
Control Block,255,255,255,128,119,136
Control Block,255,254,255,135,122,129
Control Block,255,255,255,134,120,137
Control Block,254,255,255,130,113,132
Control Block,255,255,255,126,119,131
Control Block,255,255,255,125,114,132
Control Block,255,254,255,130,115,133
Control Block,250,255,255,131,115,133
Control Block,255,255,255,128,118,131
Control Block,255,255,255,126,116,125
Control Block,255,255,255,128,112,136
Control Block,255,255,255,135,115,132
Control Block,255,254,255,130,116,126
Control Block,253,255,255,133,115,124
Control Block,255,255,255,131,115,129
Control Block,251,255,255,133,118,131
Control Block,254,254,255,130,116,128
Control Block,255,255,255,126,114,135
Control Block,255,254,255,129,115,132
Control Block,251,255,255,130,119,134
Control Block,255,255,255,131,112,135
Control Block,253,255,255,127,119,124
Control Block,249,255,255,133,113,128
Control Block,255,255,255,126,118,134
Control Block,255,255,255,128,115,130
Control Block,255,255,255,133,111,129
Control Block,251,255,253,131,117,134
Control Block,255,255,255,134,116,127
Control Block,255,255,255,130,117,132
Control Block,255,254,255,132,119,132
Control Block,255,255,255,131,114,134
