block_type,spot1_corr_r,spot1_corr_g,spot1_corr_b,spot2_corr_r,spot2_corr_g,spot2_corr_b
Test Block 1,252,255,255,213,196,255
Test Block 1,252,253,250,190,190,239
Test Block 1,253,255,255,194,190,244
Test Block 1,253,254,255,187,184,255
Test Block 2,232,141,177,254,255,255
Test Block 2,227,153,177,255,255,255
Test Block 2,232,153,178,255,255,255
Test Block 2,225,148,163,255,255,255
Test Block 2,230,147,159,255,255,255
Test Block 2,230,148,170,255,255,255
Test Block 2,229,150,172,255,255,255
Test Block 2,227,147,168,255,255,255
Test Block 2,229,147,171,255,254,253
Test Block 2,227,153,171,255,255,255
Test Block 2,226,147,172,254,255,255
Test Block 2,224,150,176,255,255,255
Test Block 2,229,148,174,255,255,255
Test Block 2,226,150,168,255,255,253
Test Block 2,231,145,161,255,255,255
Test Block 2,228,151,171,255,255,255
Test Block 2,224,143,185,255,253,255
Test Block 2,226,151,170,255,255,255
Test Block 2,228,152,167,255,255,255
Test Block 2,232,155,169,255,254,255
Test Block 2,228,155,172,255,255,255
Test Block 2,225,139,173,255,255,255
Test Block 2,220,151,166,255,255,255
Test Block 2,224,153,176,255,251,255
Test Block 2,230,151,165,255,255,255
Test Block 2,226,139,165,253,255,255
Test Block 2,227,147,190,255,255,255
Test Block 2,226,154,163,255,255,255
Test Block 2,228,155,169,255,255,255
Test Block 2,225,149,163,255,255,255
Test Block 2,230,151,171,255,255,255
Test Block 2,223,152,176,255,255,255
Test Block 2,229,155,176,255,255,255
Test Block 2,229,153,168,255,255,255
Test Block 2,228,150,175,255,255,255
Test Block 2,230,150,170,255,255,255
Test Block 2,221,143,178,255,255,255
Test Block 2,226,155,165,255,255,255
Test Block 2,229,143,174,255,255,253
Test Block 2,223,147,171,255,255,255
Test Block 2,231,149,176,255,254,255
Test Block 2,228,152,180,255,255,255
Test Block 2,226,148,170,255,255,255
Test Block 2,227,145,165,255,255,255
Test Block 2,226,150,171,255,255,255
Test Block 2,228,149,168,255,255,255
Test Block 2,228,145,168,255,254,255
Test Block 2,228,144,176,255,255,255
Test Block 2,226,145,165,255,255,255
Test Block 2,227,148,156,255,255,255
Test Block 2,230,146,163,255,254,254
Test Block 2,224,153,180,255,255,255
Test Block 2,228,149,176,255,255,255
Test Block 2,227,147,178,255,255,255
Test Block 2,228,149,183,255,255,254
Test Block 2,227,148,163,255,255,255
Test Block 2,227,152,168,255,255,255
Test Block 2,232,147,164,255,255,255
Test Block 2,228,146,174,255,255,255
Test Block 2,228,145,172,255,253,255
Test Block 2,229,149,183,253,255,255
Test Block 2,224,147,158,255,255,255
Test Block 2,224,151,171,255,255,255
Test Block 2,228,149,179,254,255,255
Test Block 2,229,153,167,255,255,253
Test Block 2,232,154,183,255,255,254
Test Block 2,228,151,175,255,255,255
Test Block 2,228,150,167,255,252,255
Test Block 2,222,154,172,254,255,253
Test Block 2,227,152,165,254,255,255
Test Block 2,227,152,175,254,255,255
Test Block 2,228,155,173,255,255,255
Test Block 2,229,152,164,255,255,255
Test Block 2,226,157,169,255,254,255
Test Block 2,228,161,164,255,255,255
Test Block 2,231,154,185,255,255,255
Test Block 2,233,156,169,255,255,255
Test Block 2,226,154,175,253,255,255
Test Block 2,228,157,179,255,255,255
Test Block 2,231,143,179,255,255,254
Test Block 3,255,255,255,185,173,137
Test Block 3,254,255,255,171,183,172
Test Block 3,255,255,255,164,173,134
Test Block 3,255,255,255,177,169,150
Test Block 3,254,255,255,162,192,154
Test Block 3,255,255,255,170,186,149
Test Block 3,255,255,255,168,181,143
Test Block 3,255,255,255,172,196,152
Test Block 3,255,255,255,177,194,143
Test Block 3,255,255,255,163,185,140
Test Block 3,255,255,255,181,201,146
Test Block 3,255,255,255,164,160,160
Test Block 3,255,255,255,161,183,156
Test Block 3,255,255,255,160,185,159
Test Block 3,255,255,255,163,183,154
Test Block 3,255,255,255,149,194,161
Test Block 3,255,255,255,159,170,144
Test Block 3,255,255,255,164,190,163
Test Block 3,255,254,255,146,201,168
Test Block 3,255,255,255,171,181,175
Test Block 3,255,255,255,154,178,165
Test Block 3,255,255,255,170,179,155
Test Block 3,255,255,255,161,193,155
Test Block 3,255,255,255,188,182,163
Test Block 3,255,255,255,169,171,149
Test Block 3,255,255,255,168,174,154
Test Block 3,255,255,255,180,166,147
Test Block 3,255,255,255,192,177,165
Test Block 3,255,255,255,156,190,156
Test Block 3,254,253,255,169,203,133
Test Block 3,255,255,255,160,191,143
Test Block 3,255,255,255,163,185,155
Test Block 3,255,255,254,141,185,153
Test Block 3,255,255,255,152,190,154
Test Block 3,255,255,255,165,206,140
Test Block 3,255,255,255,148,166,173
Test Block 3,254,255,255,166,194,140
Test Block 3,255,255,255,169,168,144
Test Block 3,255,255,255,163,187,156
Test Block 3,255,255,255,145,174,151
Test Block 3,255,255,255,151,165,169
Test Block 3,255,255,255,166,185,146
Test Block 3,254,255,255,177,199,170
Test Block 3,255,255,255,174,179,166
Test Block 3,255,255,255,148,182,162
Test Block 3,255,255,255,185,185,139
Test Block 3,255,255,255,155,170,156
Test Block 3,255,255,255,168,192,161
Test Block 3,255,255,255,151,181,156
Test Block 3,255,255,255,172,175,168
Test Block 3,255,255,255,171,196,153
Test Block 3,255,255,255,169,192,161
Test Block 3,255,255,255,160,173,146
Test Block 3,255,255,255,161,190,160
Test Block 3,255,255,255,180,179,175
Test Block 3,255,255,255,166,184,152
Test Block 3,255,255,255,183,170,160
Test Block 3,255,255,255,171,185,144
Test Block 3,255,254,255,161,188,138
Test Block 3,255,254,255,170,175,156
Test Block 3,255,255,252,158,194,154
Test Block 3,255,255,255,171,164,158
Test Block 3,255,255,255,153,179,157
Test Block 3,255,255,255,155,184,152
Test Block 3,255,255,255,161,180,180
Test Block 3,255,255,255,173,161,160
Test Block 3,255,255,255,176,196,161
Test Block 3,255,255,255,170,188,162
Test Block 3,254,255,255,147,177,164
Test Block 3,255,255,255,173,182,152
Test Block 3,255,255,255,183,190,159
Test Block 3,255,255,255,169,187,146
Test Block 3,255,255,255,156,209,146
Test Block 3,255,255,255,174,203,157
Test Block 3,255,255,255,163,199,150
Test Block 3,255,255,255,149,203,154
Test Block 3,255,255,255,162,180,143
Test Block 3,255,255,255,163,195,145
Test Block 3,255,255,255,167,168,165
Test Block 3,255,255,255,153,187,154
Control Block,250,255,255,135,113,133
Control Block,255,255,255,134,99,135
Control Block,250,255,255,135,105,134
Control Block,255,255,255,134,116,133
Control Block,255,255,255,127,112,135
Control Block,255,255,255,130,107,140
Control Block,255,252,255,136,122,142
Control Block,254,255,255,131,106,132
Control Block,255,255,255,141,110,137
Control Block,252,255,255,135,112,145
Control Block,255,255,255,130,122,135
Control Block,255,255,255,134,110,131
Control Block,253,253,255,140,126,128
Control Block,254,253,255,121,113,137
Control Block,251,255,255,145,112,127
Control Block,255,255,255,124,121,139
Control Block,255,255,255,134,124,126
Control Block,255,254,255,134,129,133
Control Block,253,255,255,134,115,142
Control Block,252,255,255,133,122,124
Control Block,253,254,255,145,122,130
Control Block,255,255,255,138,110,127
Control Block,255,254,255,135,113,135
Control Block,252,255,255,132,121,133
Control Block,255,253,255,131,116,133
Control Block,255,254,255,134,127,137
Control Block,254,253,255,145,115,135
Control Block,255,255,255,145,123,133
Control Block,254,253,255,124,109,136
Control Block,255,255,255,131,133,130
Control Block,255,255,255,137,107,148
Control Block,254,255,255,123,110,137
Control Block,252,253,255,141,124,138
Control Block,255,255,255,121,99,143
Control Block,255,253,255,135,124,135
Control Block,255,254,255,124,142,132
Control Block,254,255,254,138,110,133
Control Block,254,255,255,125,121,130
Control Block,255,247,255,134,117,123
Control Block,254,255,255,136,128,132
Control Block,255,251,255,140,128,137
Control Block,255,255,255,126,115,130
Control Block,255,255,255,126,121,143
Control Block,255,255,255,149,126,115
Control Block,254,254,255,143,113,130
Control Block,250,255,255,128,109,123
Control Block,253,253,255,132,116,136
Control Block,252,255,255,143,116,137
Control Block,251,255,255,143,108,135
Control Block,255,255,255,136,119,133
Control Block,255,255,255,136,120,138
Control Block,254,255,255,135,123,133
Control Block,255,255,255,127,101,130
Control Block,247,255,255,128,124,132
Control Block,250,254,255,135,106,143
Control Block,254,255,255,140,114,130
Control Block,255,255,255,141,107,132
Control Block,252,255,255,134,99,128
Control Block,252,255,254,132,118,138
Control Block,254,253,254,131,120,137
Control Block,255,255,255,143,115,144
Control Block,254,254,255,136,120,138
Control Block,255,255,255,125,125,145
Control Block,254,254,255,143,124,141
Control Block,253,255,255,133,117,118
Control Block,255,255,255,129,117,135
Control Block,253,254,255,130,130,134
Control Block,250,255,255,127,119,114
Control Block,255,255,255,133,120,135
Control Block,252,255,255,127,114,125
Control Block,255,255,255,137,124,141
Control Block,255,255,255,125,120,125
Control Block,254,254,255,130,107,125
Control Block,254,255,255,128,118,117
Control Block,255,255,255,122,119,112
Control Block,255,255,255,145,115,135
Control Block,255,255,254,123,117,135
Control Block,249,253,255,132,115,142
Control Block,254,255,255,131,119,138
Control Block,255,255,255,116,120,138
